pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day
-73.967212,40.788188,-73.971037,40.800101,3,16,3
-74.007772,40.704991,-73.988906,40.732218,3,1,6
-73.99453199999999,40.725882,-74.01201999999999,40.702672,5,20,2
-74.006907,40.735205,-73.99256700000001,40.689153000000005,2,3,6
-73.96134599999999,40.796225,-73.984696,40.732307,1,19,6
-73.98406800000001,40.759632,-73.97783199999999,40.763182,2,13,5
-73.984206,40.74025,-74.00598199999999,40.734971,2,18,6
-73.994095,40.751235,-73.97022700000001,40.758705,1,10,1
-73.973614,40.792435,-73.982447,40.775515000000006,2,22,5
-73.987188,40.748996000000005,-73.97904100000001,40.753981,1,4,6
-73.9855,40.7595,-74.0042,40.7209,1,14,2
-73.980613,40.733958,-73.986193,40.761367,1,20,0
-73.9724,40.757095,-73.95415799999999,40.784102,2,8,3
-73.970162,40.762868,-73.982085,40.778255,1,14,5
-73.99565124511719,40.76792526245117,-73.95563507080078,40.78233337402344,2,2,5
0.0,0.0,0.0,0.0,2,15,3
-73.982979,40.722293,-73.986552,40.74025,1,7,3
-73.92098999023438,40.66202545166016,-73.92098999023438,40.66202545166016,1,2,6
-73.982224,40.73594,-73.988113,40.722718,2,10,6
-73.979827,40.767247,-73.98169,40.759602,1,12,2
-73.976472,40.788384,-73.952733,40.78938,1,12,4
-73.954183,40.783942,-73.96103199999999,40.760688,1,21,0
-73.965767,40.754595,-73.970228,40.78573,2,21,3
-73.99517,40.733943,-73.977665,40.751747,1,10,6
-73.962319,40.758974,-74.001369,40.756313,1,13,1
-73.993842,40.755578,-73.995137,40.759005,5,2,0
-73.977845,40.751205,-73.990702,40.766222,3,8,3
-73.979072,40.756262,-73.987173,40.749257,2,19,1
-73.986317,40.767128,-73.99049000000001,40.736658,1,12,5
-73.99131774902342,40.74949645996094,-73.95123291015625,40.77680969238281,2,17,0
-73.98862199999999,40.741168,-73.92183299999999,40.769945,1,22,5
-73.992153,40.724797,-73.98889,40.736604,1,7,4
-73.974755,40.762027,-73.987525,40.749755,2,11,5
-73.963512,40.774297,-73.958,40.775357,1,23,4
-74.002902,40.76039,-74.025082,40.620857,1,14,4
-73.98554200000001,40.726877,-73.957817,40.671589,1,0,3
-74.00281,40.749822,-74.000692,40.740842,1,3,3
-73.965477,40.762253,-73.95562199999999,40.764453,5,11,3
-74.004602,40.707407,-73.972628,40.75443,5,8,1
-73.9672,40.7694,-73.9624,40.7796,1,9,3
-73.97308000000001,40.793282,-73.95733299999999,40.785203,1,8,3
-73.96065300000001,40.761603,-73.993525,40.727573,3,20,4
-73.96240999999999,40.779142,-73.974298,40.763182,1,12,0
-73.989742,40.729558,-73.926419,40.763414,1,3,5
-73.990962,40.745422,-73.979072,40.752335,1,16,1
-73.990391,40.731328000000005,-73.916762,40.748163,1,22,4
-73.947604,40.775366,-73.989824,40.75193,1,7,0
-73.96823,40.786723,-73.956273,40.781265000000005,4,18,5
-73.976977,40.759096,-73.97194499999999,40.744824,1,5,3
-73.97855377197266,40.76211166381836,-73.97525024414062,40.76520156860352,6,22,5
-73.782129,40.644758,-73.925913,40.697559000000005,1,17,6
-73.997443,40.721032,-73.987247,40.753667,1,8,0
-73.9979476928711,40.7239646911621,-74.0010986328125,40.73159408569336,1,22,2
-74.000523,40.70735,-73.776268,40.64561,5,14,4
-73.95271,40.772385,-73.963972,40.770737,1,7,1
-73.992436,40.748352,-73.98840899999999,40.740190000000005,1,19,4
-73.963945,40.771267,-73.98249,40.74109,1,22,2
-73.980572,40.751015,-73.9709,40.758696,1,12,1
-73.98264,40.755225,-73.98009300000001,40.789008,1,22,1
-74.010728,40.720268,-73.871021,40.774146,2,12,0
-73.990826,40.727957,-73.984571,40.72247,1,11,5
-74.01219940185547,40.70893859863281,-73.96492767333984,40.68303680419922,1,22,3
-74.008827,40.711138,-73.995592,40.63356,1,12,2
-73.981763,40.773208,-74.008639,40.705151,1,19,6
-74.002662,40.739385,-73.987391,40.760495,2,9,2
-73.96494,40.775277,-73.975652,40.791703000000005,1,20,3
-73.975787,40.761388,-73.988202,40.763123,1,16,3
-73.995642,40.733322,-74.00850799999999,40.732132,1,9,4
-73.97036800000001,40.762599,-73.979578,40.732865,1,18,0
-73.993381,40.762537,-73.956061,40.771851,1,12,4
-73.99947,40.71451,-73.978865,40.750652,5,8,1
-73.991412,40.696222,-73.97695999999999,40.752127,5,15,0
-73.98878,40.738966,-74.006217,40.740468,1,1,2
-73.989548,40.739742,-73.98416800000001,40.731987,1,0,1
-73.979156,40.787073,-73.997283,40.742216,1,19,2
-73.97408294677734,40.74287033081055,-73.97756958007811,40.74975204467773,1,21,1
-73.952803,40.76826,-73.975655,40.749423,1,6,5
-73.959913,40.779319,-73.964632,40.791834,1,17,2
-74.005443,40.748243,-74.014553,40.713942,5,7,4
-73.954314,40.76424,-73.95768000000001,40.811305,1,19,4
-73.98042099999999,40.720552000000005,-73.984562,40.729687,1,12,0
-73.99235,40.737705,-73.995168,40.749955,1,15,2
-73.955863,40.772257,-73.972013,40.75015,2,1,1
-73.95872800000001,40.764028,-73.955238,40.766299,2,11,4
-73.874785,40.774201,-73.981584,40.780038,1,12,4
-73.99419300000001,40.761348,-73.966993,40.760955,1,22,5
-73.974867,40.761745,-73.97147199999999,40.748762,5,20,2
-73.7824935913086,40.64445877075195,-73.9847183227539,40.74126815795898,1,16,6
-73.987755,40.757055,-73.985507,40.763277,1,23,0
-73.954317,40.77854,-73.944578,40.80248,1,9,4
-73.962662,40.770518,-73.946078,40.773761,1,7,4
-73.976141,40.751539,-73.98204399999999,40.766252,1,11,1
-73.78981,40.64727,-73.955265,40.577507,2,0,5
-73.948761,40.782312,-73.95979399999999,40.773401,1,11,6
-74.000653,40.730102,-73.979052,40.746275,1,2,5
-73.99238299999999,40.759644,-73.991222,40.765586,1,22,3
-73.971462,40.758888,-73.983023,40.770803,5,23,2
-73.964445,40.756255,-73.95303,40.771957,1,21,0
-73.97614200000001,40.755765,-73.962717,40.757335,1,21,3
-73.987187,40.755044,-73.971236,40.763944,1,13,3
-73.978115,40.783562,-73.964687,40.802047,2,23,5
-73.992672,40.743566,-73.963894,40.765071,1,12,6
-73.995361,40.719878,-73.99324,40.729831,1,14,6
-73.96802,40.76522,-73.96258399999999,40.778339,1,12,4
-73.979515,40.762283,-73.969375,40.761635,1,9,4
-73.98835,40.750167,-73.988948,40.672158,1,20,5
-73.787425,40.645042,-73.969643,40.789547,5,14,5
-73.99404200000001,40.740958,-73.90146700000001,40.874618,5,4,5
-73.971405,40.781697,-73.954992,40.775837,2,22,0
-73.938113,40.803479,-73.98943,40.744556,1,20,0
-74.016008,40.711251,-74.00383199999999,40.720631,1,12,5
-73.907706,40.774018,-73.92332900000001,40.755048,2,15,3
-74.004402,40.741694,-73.98825500000001,40.763258,1,19,2
-73.965765,40.790312,-73.974773,40.778025,1,16,0
-73.9809799194336,40.76329040527344,-73.9915313720703,40.74990081787109,2,7,4
-73.978062,40.78295,-73.97527,40.753052,1,8,1
-73.99163,40.750132,-73.981427,40.738028,2,16,1
-74.004072,40.752368,-73.984825,40.768378000000006,1,18,4
-73.984641,40.761719,-73.980049,40.78903,1,23,2
-73.96226999999999,40.810408,-73.971641,40.797845,1,20,1
-73.97694396972656,40.74362564086913,-73.97967529296875,40.72301864624024,1,9,1
-74.004297,40.720987,-73.972375,40.759197,2,22,1
-73.970057,40.752989,-73.954157,40.763833,2,12,2
-73.990886,40.75014,-73.976405,40.740855,1,21,4
-73.969679,40.797878,-73.972879,40.790479,1,2,6
-73.981318,40.763264,-74.016922,40.704773,2,11,1
-73.991997,40.744021,-74.004336,40.74147,1,12,2
-73.976603,40.780145000000005,-73.998688,40.735217,5,16,6
-73.99476,40.725877,-74.01016,40.720557,2,9,0
-73.974807,40.755733,-73.968437,40.798335,1,14,4
-73.99024200439453,40.74058532714844,-73.9957733154297,40.74249267578125,2,14,6
-73.982629,40.740396,-73.97228100000001,40.746472,1,17,4
-73.977549,40.763545,-74.004192,40.742553,4,19,4
-73.985905,40.746893,-73.990858,40.755757,1,19,1
-73.98196,40.770787,-74.014815,40.71414,4,12,1
-73.994085,40.741332,-73.830445,40.834932,1,15,3
-73.966853,40.75681,-73.98151800000001,40.730058,1,1,6
-74.005882,40.74008,-73.990472,40.740745,2,20,4
-73.95446700000001,40.764108,-73.990842,40.748463,5,7,2
-73.97908199999999,40.766083,-73.955608,40.764143,1,21,1
-73.981073,40.753344,-73.991681,40.740713,1,12,4
-73.978848,40.760788,-73.97877700000001,40.760773,1,16,2
-73.98864499999999,40.759121,-74.000729,40.730062,3,22,6
-73.990665,40.755693,-73.989902,40.735488,5,10,6
-73.97876,40.750365,-73.86513000000001,40.770557,5,17,1
-73.94129000000001,40.839177,-73.969963,40.789172,1,13,3
-73.984218,40.732007,-73.979443,40.727617,5,21,1
-73.973623,40.784677,-73.989034,40.774296,1,18,6
-73.988244,40.718689000000005,-74.002151,40.735655,1,20,5
-74.015805,40.711595,-73.99499499999999,40.750029,1,10,1
-74.006253,40.743137,-73.990251,40.713829,1,3,1
-73.98912800000001,40.693607,-73.99492,40.715237,1,19,1
-73.978587,40.76323,-73.9599,40.776135,1,12,0
-74.00400400000001,40.748017,-73.985186,40.763371,2,0,5
-73.782454,40.644265,-73.84355,40.852564,1,18,6
-73.93437194824219,40.7625732421875,-73.94234466552734,40.75421524047852,1,12,1
-73.974012,40.743937,-73.98548199999999,40.747167,1,19,6
-73.962631,40.770288,-73.976783,40.776491,1,12,4
-74.00381,40.743123,-73.994875,40.725012,2,19,0
-73.960898,40.775515000000006,-73.939197,40.804302,1,18,3
-74.001575,40.745585,-73.994564,40.745875,1,8,0
-73.986008,40.743558,-73.985642,40.765598,2,13,4
-73.960931,40.775117,-73.983008,40.761829,1,8,3
-73.953477,40.770767,-73.957887,40.772947,1,7,2
-73.940439,40.840903,-73.933596,40.802952000000005,1,14,3
-73.9666976928711,40.76153945922852,-73.95826721191406,40.768798828125,2,12,1
-73.973647,40.79465,-73.987475,40.768692,2,12,6
-73.98394,40.771696,-73.99381600000001,40.738697,1,23,5
-73.98829,40.737804,-73.982155,40.745553,1,21,6
-73.981877,40.740624,-73.960801,40.761284,1,18,6
-73.93916,40.74992,-73.912368,40.780747,1,19,6
-73.995822,40.743931,-73.944975,40.775937,1,9,0
-73.949093,40.788298,-73.951638,40.785058,1,13,6
-73.984752,40.759012,-73.954288,40.787068,1,22,1
-73.97731800000001,40.758269,-73.99074499999999,40.761164,1,0,4
-73.98631999999999,40.755384,-73.945172,40.802387,1,20,4
-74.0018,40.724687,-73.994658,40.753548,1,22,2
-74.008912,40.71896,-73.95830500000001,40.767915,1,19,4
-73.94669,40.772347,-73.971342,40.761845,5,7,1
-74.01455688476562,40.717018127441406,-73.96581268310547,40.805118560791016,1,7,1
-73.986562,40.755032,-74.00061,40.720582,3,10,4
-73.958432,40.766567,-73.95182199999999,40.781785,1,15,0
-73.995527,40.71608,-73.996228,40.745214,1,23,5
-73.98092,40.751007,-73.976915,40.753712,1,8,2
-73.97903000000001,40.756399,-73.992294,40.742707,1,3,4
-73.990925,40.750137,-73.967263,40.754373,1,22,0
-73.998162,40.73387,-73.99810699999999,40.740238,1,1,6
-73.955827,40.764108,-73.975442,40.751985,1,19,3
-73.98233,40.75743,-74.011318,40.72338,2,23,1
-74.010002,40.720712,-74.00675,40.707272,1,13,2
-73.98979949951173,40.77078628540039,-73.98782348632812,40.74493408203125,1,8,0
-73.9624,40.767207,-73.96651,40.789127,5,7,1
-73.76281800000001,40.666462,-73.771935,40.671882,1,17,2
-73.991752,40.734982,-73.97768,40.773757,1,8,5
-73.958517,40.768518,-73.973873,40.758113,2,17,1
-74.01311,40.70393,-73.861525,40.76817,1,10,4
-73.99302,40.751862,-73.980745,40.746727,1,12,4
-73.99119499999999,40.732587,-73.861795,40.768393,1,8,2
-73.99593353271484,40.764259338378906,-73.95797729492188,40.77031326293945,5,20,4
-73.973811,40.784551,-73.95025799999999,40.783801,1,21,3
-73.95045471191406,40.78362655639648,-73.95530700683594,40.77325820922852,1,21,6
-73.96414200000001,40.767847,-73.989285,40.756752,2,20,2
-73.982428,40.74875,-73.972225,40.762282,3,18,0
-73.77807299999999,40.646665000000006,-73.97209000000001,40.781882,3,17,4
-73.999505,40.733543,-73.997786,40.741297,1,16,2
-73.9798,40.7497,-73.9696,40.7574,1,18,4
-73.987105,40.739037,-73.962863,40.764117,1,19,2
-73.9693603515625,40.76052856445313,-73.9920425415039,40.741355895996094,1,19,4
-73.990317,40.737502,-74.002732,40.749417,1,10,1
-73.985005,40.76757,-73.9751,40.792842,3,23,2
-73.99149,40.739002,-73.99170500000001,40.726522,1,19,6
-73.866077,40.771337,-74.014205,40.71226,6,11,2
-73.96976,40.757882,-73.980773,40.779286,1,17,5
-73.997612,40.720762,-73.99145,40.749002,1,11,5
-73.981329,40.767835,-73.97952099999999,40.754701,2,21,2
-73.96911800000001,40.766822,-73.959778,40.775478,1,16,0
-73.994958,40.745268,-73.99095200000001,40.734836,2,20,2
-73.953715,40.767087,-73.991037,40.755305,1,19,2
-73.987385,40.733175,-73.98916,40.718485,1,1,5
-74.00274300000001,40.760582,-73.980663,40.765767,1,13,1
-74.016037,40.705037,-74.013692,40.709928000000005,1,13,3
-73.97142,40.787502,-73.970332,40.767875,1,7,1
-74.00007,40.738274,-73.975972,40.761457,1,13,6
-73.985747,40.739447,-73.985747,40.739447,1,18,3
-74.002672,40.749747,-73.983007,40.755445,1,8,3
-73.973917,40.792008,-73.98196,40.768372,2,16,6
-73.988058,40.732308,-73.951912,40.77807,5,14,4
-73.961345,40.767217,-73.989919,40.752183,1,15,2
-73.968138,40.80043,-73.966483,40.797183,1,2,4
-73.981851,40.769679,-73.947251,40.825779,1,6,4
-73.992785,40.76833,-73.98298299999999,40.75562,3,18,6
-74.00005300000001,40.737902000000005,-73.990845,40.741235,2,12,3
-73.948638,40.774052000000005,-73.98216500000001,40.766135,2,13,6
-73.98007,40.786344,-73.95396600000001,40.787546,2,20,1
-73.961797,40.773435,-73.947823,40.776365000000006,1,12,1
-73.97827911376955,40.76304626464844,-73.96275329589844,40.77531814575195,4,10,5
-74.00616455078125,40.751426696777344,-74.00179290771484,40.7232780456543,1,13,2
-73.873115,40.774146,-73.987307,40.721425,2,11,5
-73.968119,40.76119,-73.988076,40.764849,1,21,0
-74.0004,40.7274,-73.9869,40.751,1,15,0
-73.990728,40.745702,-73.95835799999999,40.734733,1,20,5
-73.945557,40.773655,-73.955725,40.77962,1,19,0
-73.912245,40.767317,-73.911637,40.758747,1,14,3
-73.984663,40.779581,-73.96521,40.791612,4,10,6
-73.99006899999999,40.72943,-73.97865,40.760405,1,3,6
-73.9915771484375,40.75005340576172,-73.97930908203125,40.764591217041016,5,19,1
-73.974508,40.746692,-73.97524200000001,40.718102,1,19,3
-73.98500061035155,40.7594108581543,-74.00015258789062,40.75845718383789,1,10,5
-73.952237,40.773058,-73.970363,40.763922,1,8,3
-73.783138,40.643825,-73.783135,40.643849,1,7,3
-73.987883,40.749612,-73.97701500000001,40.762792,1,12,5
-73.961013,40.756858,-73.97417,40.763213,1,8,4
-73.961830159236,39.619752568102,-73.941505268945,39.641332204675,1,11,1
40.737770000000005,-73.992438,40.761132,-73.9793,6,15,6
-73.98310699999999,40.745982,-73.987392,40.733097,1,1,5
-73.982323,40.768287,-73.978287,40.766508,2,20,5
-73.96458,40.760235,-73.915933,40.769907,1,6,4
-73.949565,40.77688,-73.953507,40.806867,5,4,4
-74.007080078125,40.71307373046875,-73.99645233154298,40.73215866088867,5,19,4
-73.952188,40.7865,-73.947907,40.771287,1,17,6
-73.99360300000001,40.75187,-73.977147,40.774826,1,0,4
-73.96071500000001,40.770372,-73.96887199999999,40.785722,1,16,6
-73.98918499999999,40.756292,-73.985732,40.715757,5,22,3
-73.97523199999999,40.75183,-73.967617,40.80242,2,0,5
-73.97756,40.749235,-73.86368,40.845707,3,5,5
-73.957468,40.780071,-73.964362,40.770476,1,15,2
-73.985958,40.746738,-73.984348,40.762778,5,20,6
-74.00675799999999,40.72962,-73.996252,40.748297,1,21,4
-73.9716796875,40.74625015258789,-73.9615936279297,40.75981140136719,1,11,0
0.0,0.0,0.0,0.0,2,9,4
-74.0092,40.72951,-73.999905,40.761312,1,21,2
-73.99021911621094,40.75599670410156,-74.00072479248048,40.76187515258789,1,10,2
-74.000443,40.761626,-73.998548,40.750343,1,12,3
-73.952332,40.792735,-73.975925,40.730317,3,20,0
-74.001016,40.736838,-73.972066,40.747302000000005,1,23,4
-73.952743,40.77666,-73.980696,40.76368,3,23,4
-73.98700699999999,40.739542,-73.988315,40.769577000000005,1,14,4
-73.97344100000001,40.747988,-73.87065600000001,40.773997,2,18,5
-73.99342299999999,40.752017,-73.992432,40.76747,1,19,1
-73.98513793945312,40.727630615234375,-73.9560317993164,40.766021728515625,1,20,5
-74.000218,40.728769,-73.986633,40.729698,2,21,4
-73.987305,40.733027,-73.985957,40.762077000000005,2,4,6
-74.004338,40.73043,-73.97200699999999,40.751435,5,23,5
-73.991632,40.764555,-73.969963,40.756355,1,7,2
-74.0007,40.730732,-73.991423,40.755157,1,23,2
-73.9694,40.763485,-73.957615,40.712383,1,22,1
-73.939672,40.847662,-73.95322,40.782792,1,18,5
-73.997085,40.76271,-73.98771500000001,40.756362,1,2,4
-73.989482,40.75253,-73.98334,40.76587,1,11,0
-74.0053176879883,40.72026443481445,-73.97178649902342,40.759708404541016,2,13,3
-73.972946,40.785345,-73.982376,40.771594,1,21,1
-73.948201,40.782869,-73.958174,40.760492,1,7,6
-74.00146,40.741098,-73.99356800000001,40.751405,1,9,4
-74.01001600000001,40.729745,-73.958776,40.719008,1,2,5
-73.997597,40.724366,-73.98402,40.745129,1,22,4
-74.040743,40.708125,-74.040743,40.708125,2,17,5
-74.0028,40.760545,-73.99623299999999,40.725143,1,21,2
-73.822978,40.7885,-73.54811,41.045037,1,22,1
-73.980723,40.725908,-73.979434,40.720355,1,22,4
-73.9728775024414,40.79591751098633,-73.98231506347656,40.767372131347656,2,13,2
-74.002564,40.73363,-73.949023,40.72438,1,2,4
-73.955784,40.77913,-73.981148,40.747052,1,12,2
-73.974008,40.760849,-73.96406800000001,40.756761,1,23,2
-74.00330799999999,40.733101,-73.994939,40.75014,1,23,4
-73.98429499999999,40.761502,-73.977328,40.764099,1,18,4
-73.971695,40.765448,-73.975332,40.76518,1,10,1
-73.92043699999999,40.743862,-73.968285,40.703503000000005,1,11,2
-73.985975,40.758263,-73.976008,40.763857,1,18,0
-73.961028,40.760951,-74.002122,40.729217,2,19,5
-73.963952,40.77101,-73.971325,40.760877,1,9,1
-73.95654499999999,40.76683,-73.98007,40.753043,1,19,0
-73.978225,40.748632,-73.979505,40.740618,3,20,6
-73.97735,40.748754,-73.98868900000001,40.727189,2,20,4
-74.009058,40.716105,-73.955063,40.735334,1,23,3
-73.98695500000001,40.766088,-74.00303000000001,40.733593,2,20,4
-73.95923499999999,40.814889,-73.955411,40.779417,1,19,0
-73.985215,40.742127,-73.985415,40.72185,1,17,2
-73.994954,40.740359000000005,-73.964706,40.680594,1,23,3
-73.995023,40.739996000000005,-73.984308,40.749699,1,14,1
-74.002262,40.729767,-73.98001500000001,40.760657,1,13,4
-74.008215,40.737587,-74.0069,40.730965000000005,1,21,0
-73.992145,40.754022,-73.99173,40.749005,5,3,5
-73.976515,40.751928,-73.965222,40.760233,1,21,1
-73.99162292480467,40.75986099243164,-74.00458526611328,40.751968383789055,2,14,4
-73.97332,40.751881,-73.973792,40.747325,1,6,0
-73.76128299999999,40.876352,-73.755408,40.887555,1,11,3
-73.98892,40.693027,-73.96305799999999,40.693744,2,18,4
-73.9693,40.75836,-74.010348,40.720463,2,18,1
-73.97505699999999,40.741585,-73.983868,40.73365,1,14,3
-73.969497,40.756845,-74.003743,40.722492,4,21,6
-73.992813,40.69343,-73.997964,40.722735,1,20,2
-74.00370500000001,40.747507,-73.969657,40.765947,3,21,2
-73.995512,40.734445,-73.997545,40.724428,1,8,0
-73.959241,40.763323,-73.953026,40.782574,1,12,3
-74.001407,40.731177,-73.980682,40.742175,1,14,3
-73.96448199999999,40.764272,-73.953647,40.787937,5,8,0
0.0,0.0,0.0,0.0,1,19,3
-73.96279,40.758476,-73.958321,40.764551,3,11,5
-73.95190500000001,40.769472,-73.95694300000001,40.770787,1,10,2
-73.95837,40.772337,-73.975792,40.764098,2,9,3
-73.979095,40.755857,-73.987358,40.738532,5,19,5
-73.7768325805664,40.645263671875,-73.77821350097656,40.68136596679688,1,0,6
-73.789353,40.643881,-73.983008,40.758236,1,15,0
-74.0053482055664,40.74052047729492,-73.99565124511719,40.75940704345703,1,15,1
-73.99302800000001,40.72261,-73.87045,40.773668,1,14,6
-73.989835,40.741386,-73.986728,40.721661,1,12,3
-73.994447,40.740512,-73.93436,40.76772,1,1,1
-73.98386500000001,40.755021,-73.967561,40.753777,3,23,4
-73.96898399999999,40.750040000000006,-73.945851,40.77774,1,21,2
-73.98743,40.761033000000005,-73.958513,40.77066,1,2,4
-73.979438,40.762053,-73.99051700000001,40.734755,2,3,5
-73.98503199999999,40.763712,-73.966643,40.76702,5,18,4
-73.98148345947266,40.75907897949219,-74.00389099121094,40.74787521362305,5,19,5
-74.002975,40.749237,-73.989446,40.753319,1,13,4
-73.981854,40.746685,-73.983214,40.748631,1,17,1
-73.984092,40.74351,-73.98702800000001,40.7389,1,23,0
-73.955810546875,40.76428604125977,-73.98413848876955,40.77967071533203,1,19,0
-73.98578,40.722902000000005,-74.005125,40.746521,1,6,1
-73.973295,40.756695,-73.985495,40.747364000000005,4,0,0
-73.979385,40.740878,-73.977525,40.751995,1,1,0
-74.01408,40.709622,-74.004812,40.749697,6,16,2
-73.970274,40.752143,-73.983999,40.754761,1,6,3
-73.961687,40.75607,-73.976972,40.789813,2,13,3
-73.976365,40.753928,-73.872351,40.774509,1,11,2
-74.005746,40.74835,-73.999576,40.735937,1,9,5
-73.984112,40.753541,-73.97051,40.758845,1,3,4
-73.999583,40.733465,-73.991485,40.74895,1,14,6
-73.94402,40.776002000000005,-73.955715,40.77969,1,11,1
-73.99469,40.755590000000005,-74.00476,40.722647,5,14,0
0.0,0.0,0.0,0.0,1,9,0
-73.979073,40.761688,-73.985967,40.752628,1,18,5
-73.972443,40.75673,-74.008333,40.703332,5,22,5
-73.988454,40.736996000000005,-73.972603,40.757742,1,10,4
-73.947078,40.77593,-73.952327,40.781168,5,16,1
-73.954388,40.764187,-73.958505,40.760473,2,15,1
-73.97627800000001,40.78829,-73.965526,40.801911,1,21,3
-73.96639499999999,40.757566,-73.973395,40.789759,2,23,0
-73.98564499999999,40.757907,-73.979425,40.752782,1,12,6
-73.922311,40.734006,-73.922311,40.734006,1,17,5
-73.77686899999999,40.644955,-73.962672,40.683074,1,7,0
-73.977637,40.763588,-73.966406,40.644112,2,20,1
-74.00545501708984,40.72866439819336,-73.97734069824219,40.74967956542969,1,21,2
-73.98145600000001,40.781258,-73.982265,40.784944,1,13,6
-73.962127,40.76786,-73.993255,40.740772,3,10,1
-73.960616,40.775906,-73.96806600000001,40.763858,1,13,4
-73.97081999999999,40.764707,-74.001482,40.70719,1,14,1
-73.992704,40.733992,-74.008342,40.73649,1,14,5
-73.940083,40.793925,-73.93709799999999,40.804332,2,8,3
-73.980452,40.734325,-74.006902,40.751305,1,12,6
-74.01030300000001,40.729822,-73.978385,40.74568,5,3,5
-73.988472,40.73142,-73.978525,40.724602,6,22,1
-73.981387,40.758807,-73.947467,40.779305,1,20,2
-73.959142,40.763412,-73.95403,40.778958,1,17,1
-73.958399,40.772843,-73.966803,40.757201,2,8,0
-73.959777,40.7627,-73.94848499999999,40.778147,1,21,2
-73.983632,40.742427,-73.99218,40.73078,2,21,1
-74.008432,40.73498,-73.994787,40.750282,5,18,5
-73.99574100000001,40.76725,-73.98709699999999,40.69712,1,3,6
-73.872925,40.774163,-73.984483,40.749255,1,18,2
-73.986498,40.764518,-73.988488,40.752885,1,9,2
-73.98293699999999,40.744662,-73.99040500000001,40.735005,1,22,5
-73.979778,40.75463,-73.961587,40.77001,1,23,1
-73.951782,40.778124,-73.957789,40.769793,2,18,2
-73.97949799999999,40.781667,-73.973635,40.789435,1,20,1
-74.004413,40.755932,-74.004413,40.755932,1,19,0
-74.00064300000001,40.747586,-74.002187,40.74133,1,8,1
-73.956446,40.775371,-73.95535600000001,40.782363,1,9,5
-73.953723,40.782102,-73.969977,40.763092,2,12,5
-74.00905999999999,40.718297,-73.97261,40.786546,3,16,4
-73.959625,40.716155,-73.921442,40.795067,6,14,6
-73.863247,40.769637,-73.97672299999999,40.723965,1,16,3
-73.99000799999999,40.756517,-74.00765,40.732333,1,22,3
-74.000698,40.740885,-73.98824499999999,40.729237,1,10,3
-73.988704,40.764077,-74.006214,40.723571,1,9,3
-73.97137451171875,40.7505111694336,-73.9941635131836,40.74982833862305,4,13,4
-73.979923,40.78563,-73.980142,40.785507,1,15,3
-73.98794699999999,40.743929,-73.979146,40.752695,2,22,0
0.0,0.0,0.0,0.0,3,6,6
-73.98550415039062,40.76866912841797,-73.98945617675781,40.76276779174805,1,7,4
-73.98997299999999,40.726375,-74.004137,40.742618,1,17,3
-73.976215,40.74439,-74.005972,40.743692,1,2,6
-73.981285,40.768862,-73.97334000000001,40.764915,1,21,2
-73.98132199999999,40.73697,-73.989925,40.735477,2,17,6
-73.99475799999999,40.765842,-73.98607700000001,40.74998,1,16,0
